StockCode,DataDate,UpdateTime,LastPrice,Volume,turnover,BidPrice1,BidVolume1,BidPrice2,BidVolume2,BidPrice3,BidVolume3,BidPrice4,BidVolume4,BidPrice5,BidVolume5,BidPrice6,BidVolume6,BidPrice7,BidVolume7,BidPrice8,BidVolume8,BidPrice9,BidVolume9,BidPrice10,BidVolume10,AskPrice1,AskVolume1,AskPrice2,AskVolume2,AskPrice3,AskVolume3,AskPrice4,AskVolume4,AskPrice5,AskVolume5,AskPrice6,AskVolume6,AskPrice7,AskVolume7,AskPrice8,AskVolume8,AskPrice9,AskVolume9,AskPrice10,AskVolume10
000629.SZ,2020-08-31,09:30:01,21900.0,1.0,21841.0,21800.0,1.0,21700.0,1.0,21600.0,1.0,21500.0,1,21400.0,1.0,21300.0,1.0,21200.0,1.0,21100.0,1.0,21000.0,1.0,20900.0,1.0,21900.0,1.0,22000.0,1.0,22100.0,1.0,22200.0,1.0,22300.0,1.0,22400.0,1.0,22500.0,1.0,22600.0,1.0,22700.0,1.0,22800.0,1.0
000629.SZ,2020-08-31,09:30:02,21900.0,0.5551020408163265,12156.734693877552,21800.0,1.0,21700.0,1.0,21600.0,1.0,21500.0,1,21400.0,1.0,21300.0,1.0,21200.0,1.0,21100.0,1.0,21000.0,1.0,20900.0,1.0,21900.0,1.0,22000.0,1.0,22100.0,1.0,22200.0,1.0,22300.0,1.0,22400.0,1.0,22500.0,1.0,22600.0,1.0,22700.0,1.0,22800.0,1.0
000629.SZ,2020-08-31,09:30:03,21900.0,0.4802721088435374,10515.557823129251,21800.0,1.0,21700.0,1.0,21600.0,1.0,21500.0,1,21400.0,1.0,21300.0,1.0,21200.0,1.0,21100.0,1.0,21000.0,1.0,20900.0,1.0,21900.0,1.0,22000.0,1.0,22100.0,1.0,22200.0,1.0,22300.0,1.0,22400.0,1.0,22500.0,1.0,22600.0,1.0,22700.0,1.0,22800.0,1.0
000629.SZ,2020-08-31,09:30:04,21900.0,0.0054421768707482,119.18367346938774,21800.0,1.0,21700.0,1.0,21600.0,1.0,21500.0,1,21400.0,1.0,21300.0,1.0,21200.0,1.0,21100.0,1.0,21000.0,1.0,20900.0,1.0,21900.0,1.0,22000.0,1.0,22100.0,1.0,22200.0,1.0,22300.0,1.0,22400.0,1.0,22500.0,1.0,22600.0,1.0,22700.0,1.0,22800.0,1.0
000629.SZ,2020-08-31,09:30:05,21900.0,0.4435374149659864,9713.469387755102,21800.0,1.0,21700.0,1.0,21600.0,1.0,21500.0,1,21400.0,1.0,21300.0,1.0,21200.0,1.0,21100.0,1.0,21000.0,1.0,20900.0,1.0,21900.0,1.0,22000.0,1.0,22100.0,1.0,22200.0,1.0,22300.0,1.0,22400.0,1.0,22500.0,1.0,22600.0,1.0,22700.0,1.0,22800.0,1.0
000629.SZ,2020-08-31,09:30:06,21900.0,0.382312925170068,8372.65306122449,21800.0,1.0,21700.0,1.0,21600.0,1.0,21500.0,1,21400.0,1.0,21300.0,1.0,21200.0,1.0,21100.0,1.0,21000.0,1.0,20900.0,1.0,21900.0,1.0,22000.0,1.0,22100.0,1.0,22200.0,1.0,22300.0,1.0,22400.0,1.0,22500.0,1.0,22600.0,1.0,22700.0,1.0,22800.0,1.0
000629.SZ,2020-08-31,09:30:07,21900.0,0.3782312925170068,8282.130612244899,21800.0,1.0,21700.0,1.0,21600.0,1.0,21500.0,1,21400.0,1.0,21300.0,1.0,21200.0,1.0,21100.0,1.0,21000.0,1.0,20900.0,1.0,21900.0,1.0,22000.0,1.0,22100.0,1.0,22200.0,1.0,22300.0,1.0,22400.0,1.0,22500.0,1.0,22600.0,1.0,22700.0,1.0,22800.0,1.0
000629.SZ,2020-08-31,09:30:08,21800.0,0.0136054421768707,297.9591836734694,21800.0,1.0,21700.0,1.0,21600.0,1.0,21500.0,1,21400.0,1.0,21300.0,1.0,21200.0,1.0,21100.0,1.0,21000.0,1.0,20900.0,1.0,21900.0,1.0,22000.0,1.0,22100.0,1.0,22200.0,1.0,22300.0,1.0,22400.0,1.0,22500.0,1.0,22600.0,1.0,22700.0,1.0,22800.0,1.0
000629.SZ,2020-08-31,09:30:09,21900.0,0.1034013605442176,2264.4897959183672,21800.0,1.0,21700.0,1.0,21600.0,1.0,21500.0,1,21400.0,1.0,21300.0,1.0,21200.0,1.0,21100.0,1.0,21000.0,1.0,20900.0,1.0,21900.0,1.0,22000.0,1.0,22100.0,1.0,22200.0,1.0,22300.0,1.0,22400.0,1.0,22500.0,1.0,22600.0,1.0,22700.0,1.0,22800.0,1.0
000629.SZ,2020-08-31,09:30:10,21900.0,0.364625850340136,7983.847619047619,21800.0,1.0,21700.0,1.0,21600.0,1.0,21500.0,1,21400.0,1.0,21300.0,1.0,21200.0,1.0,21100.0,1.0,21000.0,1.0,20900.0,1.0,21900.0,0.78,22000.0,1.0,22100.0,1.0,22200.0,1.0,22300.0,1.0,22400.0,1.0,22500.0,1.0,22600.0,1.0,22700.0,1.0,22800.0,1.0
