StockCode,DataDate,UpdateTime,LastPrice,Volume,turnover,BidPrice1,BidVolume1,BidPrice2,BidVolume2,BidPrice3,BidVolume3,BidPrice4,BidVolume4,BidPrice5,BidVolume5,BidPrice6,BidVolume6,BidPrice7,BidVolume7,BidPrice8,BidVolume8,BidPrice9,BidVolume9,BidPrice10,BidVolume10,AskPrice1,AskVolume1,AskPrice2,AskVolume2,AskPrice3,AskVolume3,AskPrice4,AskVolume4,AskPrice5,AskVolume5,AskPrice6,AskVolume6,AskPrice7,AskVolume7,AskPrice8,AskVolume8,AskPrice9,AskVolume9,AskPrice10,AskVolume10
000629.SZ,2020-08-07,09:30:01,23600.0,1.0,23562.0,23500.0,1.0,23400.0,1.0,23300.0,1.0,23200.0,1,23100.0,1.0,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0,24500.0,1.0
000629.SZ,2020-08-07,09:30:02,23600.0,1.0,23522.0,23500.0,1.0,23400.0,1.0,23300.0,1.0,23200.0,1,23100.0,1.0,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0,24500.0,1.0
000629.SZ,2020-08-07,09:30:03,23600.0,0.0,0.0,23500.0,1.0,23400.0,1.0,23300.0,1.0,23200.0,1,23100.0,1.0,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0,24500.0,1.0
000629.SZ,2020-08-07,09:30:04,23600.0,0.0,0.0,23500.0,1.0,23400.0,1.0,23300.0,1.0,23200.0,1,23100.0,1.0,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0,24500.0,1.0
000629.SZ,2020-08-07,09:30:05,23600.0,0.0,0.0,23500.0,1.0,23400.0,1.0,23300.0,1.0,23200.0,1,23100.0,1.0,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0,24500.0,1.0
000629.SZ,2020-08-07,09:30:06,23600.0,0.0,0.0,23500.0,1.0,23400.0,1.0,23300.0,1.0,23200.0,1,23100.0,1.0,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0,24500.0,1.0
000629.SZ,2020-08-07,09:30:07,23600.0,0.0,0.0,23500.0,1.0,23400.0,1.0,23300.0,1.0,23200.0,1,23100.0,1.0,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0,24500.0,1.0
000629.SZ,2020-08-07,09:30:08,23600.0,0.0,0.0,23500.0,1.0,23400.0,1.0,23300.0,1.0,23200.0,1,23100.0,1.0,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0,24500.0,1.0
000629.SZ,2020-08-07,09:30:09,23600.0,0.0,0.0,23500.0,1.0,23400.0,1.0,23300.0,1.0,23200.0,1,23100.0,1.0,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0,24500.0,1.0
000629.SZ,2020-08-07,09:30:10,23600.0,0.0,0.0,23500.0,1.0,23400.0,1.0,23300.0,1.0,23200.0,1,23100.0,1.0,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0,24500.0,1.0
000629.SZ,2020-08-07,09:30:11,23600.0,0.036734693877551,859.591836734694,23400.0,1.0,23300.0,1.0,23200.0,1.0,23100.0,1,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,22500.0,1.0,23500.0,0.05,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0
000629.SZ,2020-08-07,09:30:12,23400.0,0.05578231292517,1309.378231292517,23400.0,1.0,23300.0,1.0,23200.0,1.0,23100.0,1,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,22500.0,1.0,23500.0,0.09,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0
000629.SZ,2020-08-07,09:30:13,23400.0,0.0204081632653061,479.59183673469386,23400.0,1.0,23300.0,1.0,23200.0,1.0,23100.0,1,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,22500.0,1.0,23500.0,0.17,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0
000629.SZ,2020-08-07,09:30:14,23500.0,0.0176870748299319,415.6462585034014,23400.0,1.0,23300.0,1.0,23200.0,1.0,23100.0,1,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,22500.0,1.0,23500.0,0.16,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0
000629.SZ,2020-08-07,09:30:15,23500.0,0.0680272108843537,1598.639455782313,23400.0,1.0,23300.0,1.0,23200.0,1.0,23100.0,1,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,22500.0,1.0,23500.0,0.11,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0
000629.SZ,2020-08-07,09:30:16,23500.0,0.0,0.0,23400.0,1.0,23300.0,1.0,23200.0,1.0,23100.0,1,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,22500.0,1.0,23500.0,0.14,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0
000629.SZ,2020-08-07,09:30:17,23500.0,0.0,0.0,23400.0,1.0,23300.0,1.0,23200.0,1.0,23100.0,1,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,22500.0,1.0,23500.0,0.15,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0
000629.SZ,2020-08-07,09:30:18,23500.0,0.0,0.0,23400.0,1.0,23300.0,1.0,23200.0,1.0,23100.0,1,23000.0,1.0,22900.0,1.0,22800.0,1.0,22700.0,1.0,22600.0,1.0,22500.0,1.0,23500.0,0.19,23600.0,1.0,23700.0,1.0,23800.0,1.0,23900.0,1.0,24000.0,1.0,24100.0,1.0,24200.0,1.0,24300.0,1.0,24400.0,1.0
